NA      | 103.29.63.253    | NA                  | LK | apnic    | 2011-05-17 | NA
16322   | 37.27.77.221     | 37.27.64.0/19       | IR | ripencc  | 2011-12-28 | PARSONLINE Pars Online PJS,IR
16322   | 46.62.160.249    | 46.62.128.0/17      | IR | ripencc  | 2010-11-01 | PARSONLINE Pars Online PJS,IR
16322   | 82.99.193.205    | 82.99.193.0/24      | IR | ripencc  | 2003-12-12 | PARSONLINE Pars Online PJS,IR
16322   | 91.98.209.75     | 91.98.192.0/19      | IR | ripencc  | 2006-09-11 | PARSONLINE Pars Online PJS,IR
16322   | 91.98.246.150    | 91.98.240.0/21      | IR | ripencc  | 2006-09-11 | PARSONLINE Pars Online PJS,IR
16322   | 91.98.99.66      | 91.98.0.0/15        | IR | ripencc  | 2006-09-11 | PARSONLINE Pars Online PJS,IR
16333   | 212.158.182.59   | 212.158.176.0/20    | MK | ripencc  | 2009-02-12 | ONNET-AS-OWN Company for communications services ONE.VIP DOO Skopje,MK
16333   | 217.16.82.210    | 217.16.80.0/20      | MK | ripencc  | 2000-12-14 | ONNET-AS-OWN Company for communications services ONE.VIP DOO Skopje,MK
16333   | 85.30.81.24      | 85.30.80.0/22       | MK | ripencc  | 2005-05-23 | ONNET-AS-OWN Company for communications services ONE.VIP DOO Skopje,MK
16333   | 89.31.154.6      | 89.31.152.0/21      | MK | ripencc  | 2006-09-15 | ONNET-AS-OWN Company for communications services ONE.VIP DOO Skopje,MK
16342   | 85.89.169.110    | 85.89.160.0/20      | PL | ripencc  | 2004-11-03 | TOYA Toya sp.z.o.o,PL
16342   | 85.89.171.241    | 85.89.160.0/20      | PL | ripencc  | 2004-11-03 | TOYA Toya sp.z.o.o,PL
16342   | 85.89.171.241    | 85.89.160.0/20      | PL | ripencc  | 2004-11-03 | TOYA Toya sp.z.o.o,PL
16345   | 217.118.78.101   | 217.118.78.0/24     | RU | ripencc  | 2001-02-12 | BEE-AS Public Joint Stock Company _Vimpel-Communications_,RU
16345   | 31.13.144.27     | 31.13.144.0/23      | RU | ripencc  | 2011-04-19 | BEE-AS Public Joint Stock Company _Vimpel-Communications_,RU
16345   | 83.220.238.119   | 83.220.236.0/22     | RU | ripencc  | 2004-04-07 | BEE-AS Public Joint Stock Company _Vimpel-Communications_,RU
16347   | 109.237.252.179  | 109.237.240.0/20    | FR | ripencc  | 2010-01-19 | RMI-FITECH ADISTA SAS,FR
16347   | 212.51.173.35    | 212.51.160.0/19     | FR | ripencc  |            | RMI-FITECH ADISTA SAS,FR
16353   | 217.146.112.1    | 217.146.112.0/20    | GB | ripencc  | 2003-05-12 | MERULA Merula Limited,GB
16353   | 217.146.115.154  | 217.146.112.0/20    | GB | ripencc  | 2003-05-12 | MERULA Merula Limited,GB
16353   | 217.146.98.253   | 217.146.96.0/20     | GB | ripencc  | 2001-02-27 | MERULA Merula Limited,GB
16353   | 85.158.152.122   | 85.158.152.0/21     | GB | ripencc  | 2005-01-12 | MERULA Merula Limited,GB
16363   | 217.146.226.54   | 217.146.224.0/20    | FR | ripencc  | 2001-02-28 | AXIALYS Axialys SA,FR
16364   | 193.178.208.6    | 193.178.208.0/24    | AT | ripencc  | 2001-03-08 | SONY-DADC Sony DADC Austria AG,AT
16395   | 198.181.199.22   | 198.181.199.0/24    | CA | arin     | 2013-02-11 | MBIX-NET - Manitoba Internet Exchange Inc,CA
16409   | 38.103.8.29      | 38.103.8.0/22       | US | arin     |            | PBW-COMMUNICATIONS - PBW Communications, LLC,US
16591   | 136.62.27.198    | 136.32.0.0/11       | US | arin     | 2015-10-06 | GOOGLE-FIBER - Google Fiber Inc.,US
16591   | 23.255.159.151   | 23.255.128.0/17     | US | arin     | 2013-11-20 | GOOGLE-FIBER - Google Fiber Inc.,US
16637   | 196.30.72.81     | 196.30.0.0/15       | ZA | afrinic  |            | MTNNS-AS,ZA
16637   | 41.205.22.35     | 41.205.0.0/19       | CM | afrinic  | 2010-02-12 | MTNNS-AS,ZA
16637   | 41.205.5.3       | 41.205.0.0/19       | CM | afrinic  | 2010-02-12 | MTNNS-AS,ZA
16637   | 66.8.11.166      | 66.8.0.0/17         | ZA | afrinic  | 2000-08-31 | MTNNS-AS,ZA
16652   | 204.13.164.13    | 204.13.164.0/24     | US | arin     | 2005-04-21 | RISEUP - Riseup Networks,US
16668   | 192.148.252.30   | 192.148.252.0/23    | US | arin     |            | GBPSW-AS - GBP Software, LLC,US
16724   | 216.139.200.5    | 216.139.192.0/20    | US | arin     | 2000-06-28 | WOW-DATACENTER-NET - WideOpenWest Finance LLC,US
16735   | 189.112.252.253  | 189.112.0.0/16      | BR | lacnic   | 2008-04-22 | ALGAR TELECOM S/A,BR
16796   | 216.73.79.42     | 216.73.64.0/20      | CA | arin     | 2006-07-10 | MERLIN-NET - MERLIN,CA
16814   | 190.2.0.5        | 190.2.0.0/24        | AR | lacnic   | 2006-01-17 | NSS S.A.,AR
16814   | 190.210.38.49    | 190.210.36.0/22     | AR | lacnic   | 2007-08-03 | NSS S.A.,AR
16814   | 200.69.252.17    | 200.69.252.0/22     | AR | lacnic   | 2001-06-08 | NSS S.A.,AR
16842   | 173.229.10.233   | 173.229.8.0/21      | US | arin     | 2010-02-17 | 5DL-AS - 5Nines Data, LLC,US
16842   | 208.66.128.17    | 208.66.128.0/21     | US | arin     | 2006-04-18 | 5DL-AS - 5Nines Data, LLC,US
16876   | 192.0.44.210     | 192.0.44.0/22       | US | arin     | 2009-06-29 | ICANN-DC - ICANN,US
16876   | 192.0.46.157     | 192.0.44.0/22       | US | arin     | 2009-06-29 | ICANN-DC - ICANN,US
16881   | 199.212.124.181  | 199.212.124.0/24    | US | arin     | 2012-05-07 | PRALL-DAVID-C-INTERNET - Prall, Inc., David C,US
16906   | 200.31.174.214   | 200.31.160.0/20     | SV | lacnic   | 2001-08-24 | El Salvador Network, S. A.,SV
17197   | 206.197.161.186  | 206.197.161.0/24    | US | arin     |            | DAEDELUS - The Daedelus Group,US
17412   | 202.74.207.155   | 202.74.192.0/19     | NZ | apnic    | 2000-11-03 | WOOSHWIRELESSNZ Woosh Wireless,NZ
17435   | 118.90.103.13    | 118.90.0.0/16       | NZ | apnic    | 2007-08-24 | VNGSL-AS-NZ Vodafone Next Generation Services Limited,NZ
17435   | 58.28.159.130    | 58.28.0.0/16        | NZ | apnic    | 2005-03-07 | VNGSL-AS-NZ Vodafone Next Generation Services Limited,NZ
17451   | 202.169.33.251   | 202.169.33.0/24     | ID | apnic    | 2000-09-25 | BIZNET-AS-AP BIZNET NETWORKS,ID
17456   | 38.99.243.86     | 38.99.242.0/23      | US | arin     |            | PDSGUAM-USTRANSPORT-AS-GU-AP Pacific Data Systems,GU
17465   | 116.68.72.205    | 116.68.72.0/24      | IN | apnic    | 2007-05-04 | ASIANET Cable ISP in India,IN
17470   | 103.247.48.193   | 103.247.48.0/24     | LK | apnic    | 2012-01-19 | ETISALATLK-AS Etisalat Lanka (Pvt) Ltd.,LK
17480   | 113.21.117.39    | 113.21.112.0/20     | NC | apnic    | 2009-10-28 | CANL CANL,NC
17480   | 113.21.127.222   | 113.21.112.0/20     | NC | apnic    | 2009-10-28 | CANL CANL,NC
17501   | 202.166.194.140  | 202.166.192.0/20    | NP | apnic    | 2005-06-10 | WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd,NP
17501   | 202.166.217.127  | 202.166.217.0/24    | NP | apnic    | 2005-06-10 | WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd,NP
17501   | 202.79.36.8      | 202.79.32.0/20      | NP | apnic    |            | WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd,NP
17501   | 202.79.52.5      | 202.79.48.0/20      | NP | apnic    |            | WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd,NP
17501   | 202.79.53.210    | 202.79.48.0/20      | NP | apnic    |            | WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd,NP
17506   | 122.222.0.204    | 122.222.0.0/16      | JP | apnic    | 2006-08-02 | UCOM UCOM Corp.,JP
17506   | 221.112.238.20   | 221.112.0.0/16      | JP | apnic    | 2003-01-22 | UCOM UCOM Corp.,JP
17506   | 221.242.152.241  | 221.240.0.0/12      | JP | apnic    | 2003-08-07 | UCOM UCOM Corp.,JP
17511   | 180.145.88.169   | 180.144.0.0/14      | JP | apnic    | 2009-08-21 | K-OPTICOM K-Opticom Corporation,JP
17547   | 202.172.56.249   | 202.172.32.0/19     | SG | apnic    | 2002-09-24 | QALA-SG-AP M1 CONNECT PTE. LTD.,SG
17551   | 203.22.132.6     | 203.22.132.0/24     | AU | apnic    |            | DCSINTERNET-AS-AP DCS Internet,AU
17552   | 110.168.222.11   | 110.168.192.0/18    | TH | apnic    | 2009-04-23 | TRUE-AS-AP True Internet Co.,Ltd.,TH
17552   | 110.169.63.48    | 110.169.32.0/19     | TH | apnic    | 2009-04-23 | TRUE-AS-AP True Internet Co.,Ltd.,TH
17552   | 171.101.201.140  | 171.101.192.0/18    | TH | apnic    | 2011-03-07 | TRUE-AS-AP True Internet Co.,Ltd.,TH
17621   | 210.22.91.254    | 210.22.64.0/18      | CN | apnic    | 2000-10-17 | CNCGROUP-SH China Unicom Shanghai network,CN
17622   | 210.21.90.20     | 210.21.0.0/17       | CN | apnic    | 2000-10-17 | CNCGROUP-GZ China Unicom Guangzhou network,CN
17622   | 27.47.15.11      | 27.47.0.0/19        | CN | apnic    | 2010-03-23 | CNCGROUP-GZ China Unicom Guangzhou network,CN
17625   | 27.109.5.2       | 27.109.5.0/24       | IN | apnic    | 2010-06-08 | BLAZENET-IN-AP BlazeNet_s Network,IN
17639   | 120.29.69.221    | 120.29.68.0/22      | PH | apnic    | 2011-01-31 | COMCLARK-AS ComClark Network & Technology Corp.,PH
17639   | 121.58.223.194   | 121.58.220.0/22     | PH | apnic    | 2007-11-12 | COMCLARK-AS ComClark Network & Technology Corp.,PH
17639   | 121.58.230.163   | 121.58.228.0/22     | PH | apnic    | 2007-11-12 | COMCLARK-AS ComClark Network & Technology Corp.,PH
17660   | 119.2.108.178    | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.108.178    | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.108.178    | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.112.134    | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.113.226    | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.115.27     | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.115.34     | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.115.34     | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.119.21     | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.119.25     | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.119.52     | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 119.2.127.29     | 119.2.96.0/19       | BT | apnic    | 2007-11-26 | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.130.130  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.136.1    | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.136.21   | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.141.74   | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.143.110  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.143.110  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.146.162  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.152.166  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.157.162  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.157.220  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.157.220  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.157.249  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17660   | 202.144.158.146  | 202.144.128.0/19    | BT | apnic    |            | DRUKNET-AS DrukNet ISP,BT
17670   | 202.80.215.176   | 202.80.215.0/24     | ID | apnic    | 2003-10-10 | INFOKOM-AS MNC Playmedia,ID
17676   | 126.141.10.78    | 126.141.0.0/16      | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp.,JP
17676   | 126.7.22.91      | 126.7.0.0/16        | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp.,JP
17676   | 126.72.61.124    | 126.72.0.0/16       | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp.,JP
17676   | 126.77.2.50      | 126.77.0.0/16       | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp.,JP
17676   | 126.80.143.100   | 126.80.0.0/16       | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp.,JP
17676   | 126.90.84.121    | 126.90.0.0/16       | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp.,JP
17676   | 126.91.195.16    | 126.91.0.0/16       | JP | apnic    | 2005-02-08 | GIGAINFRA Softbank BB Corp.,JP
17721   | 202.123.56.189   | 202.123.48.0/20     | PH | apnic    | 2003-07-02 | IRRI-AS-AP International Rice Research Institute,PH
17732   | 202.129.136.250  | 202.129.128.0/19    | AU | apnic    | 2000-08-21 | BULLETPROOF-AS Bulletproof, Mission Critical Cloud,AU
17746   | 121.98.102.75    | 121.98.0.0/16       | NZ | apnic    | 2007-09-24 | ORCONINTERNET-NZ-AP Orcon Internet,NZ
17746   | 121.98.63.253    | 121.98.0.0/16       | NZ | apnic    | 2007-09-24 | ORCONINTERNET-NZ-AP Orcon Internet,NZ
17746   | 60.234.70.198    | 60.234.0.0/16       | NZ | apnic    | 2004-08-09 | ORCONINTERNET-NZ-AP Orcon Internet,NZ
17787   | 203.215.164.82   | 203.215.164.0/24    | PK | apnic    | 2001-05-04 | PSEB-AS-PK Pakistan Software Export Board,PK
17806   | 114.130.10.3     | 114.130.0.0/17      | BD | apnic    | 2008-05-26 | MANGOTELESERVICE-AS-BD Tire-1 IP Transit Provider of Bangladesh,BD
17816   | 221.5.5.118      | 221.5.0.0/17        | CN | apnic    | 2003-01-08 | CHINA169-GZ China Unicom IP network China169 Guangdong province,CN
17823   | 202.28.1.240     | 202.28.1.0/24       | TH | apnic    |            | THNIC-ASN-AP Thailand Network Information Center,TH
17858   | 115.136.240.110  | 115.136.0.0/14      | KR | apnic    | 2008-08-12 | KRNIC-ASBLOCK-AP KRNIC,KR
17858   | 115.137.238.88   | 115.136.0.0/14      | KR | apnic    | 2008-08-12 | KRNIC-ASBLOCK-AP KRNIC,KR
17882   | 103.26.193.143   | 103.26.193.0/24     | MN | apnic    | 2013-06-24 | ASN-MCS-AP 
17882   | 103.26.193.173   | 103.26.193.0/24     | MN | apnic    | 2013-06-24 | ASN-MCS-AP 
17882   | 103.26.194.166   | 103.26.194.0/24     | MN | apnic    | 2013-06-24 | ASN-MCS-AP 
17884   | 203.161.30.118   | 203.161.30.0/23     | ID | apnic    | 2006-04-13 | UNINET-AP PT. Uninet Media Sakti (ISP),ID
17884   | 203.161.30.17    | 203.161.30.0/23     | ID | apnic    | 2006-04-13 | UNINET-AP PT. Uninet Media Sakti (ISP),ID
17886   | 115.146.113.139  | 115.146.113.0/24    | SG | apnic    | 2008-08-26 | MATRIXNETWORKS-AS-SG-AP Matrix Networks Pte Ltd,SG
17964   | 118.145.7.173    | 118.145.0.0/19      | CN | apnic    | 2007-09-20 | DXTNET Beijing Dian-Xin-Tong Network Technologies Co., Ltd.,CN
17964   | 118.145.7.173    | 118.145.0.0/19      | CN | apnic    | 2007-09-20 | DXTNET Beijing Dian-Xin-Tong Network Technologies Co., Ltd.,CN
17964   | 118.145.7.173    | 118.145.0.0/19      | CN | apnic    | 2007-09-20 | DXTNET Beijing Dian-Xin-Tong Network Technologies Co., Ltd.,CN
17970   | 202.81.173.2     | 202.81.173.0/24     | PH | apnic    | 2001-12-04 | TRIPH-AS-AP TRI PH AS,PH
17974   | 118.97.199.82    | 118.97.199.0/24     | ID | apnic    | 2007-08-24 | TELKOMNET-AS2-AP PT Telekomunikasi Indonesia,ID
17974   | 125.167.12.162   | 125.167.12.0/24     | ID | apnic    | 2007-08-24 | TELKOMNET-AS2-AP PT Telekomunikasi Indonesia,ID
17974   | 125.167.122.138  | 125.167.122.0/23    | ID | apnic    | 2007-08-24 | TELKOMNET-AS2-AP PT Telekomunikasi Indonesia,ID
17974   | 180.250.135.126  | 180.250.134.0/23    | ID | apnic    | 2009-10-20 | TELKOMNET-AS2-AP PT Telekomunikasi Indonesia,ID
17974   | 36.73.189.14     | 36.73.176.0/20      | ID | apnic    | 2011-01-14 | TELKOMNET-AS2-AP PT Telekomunikasi Indonesia,ID
17974   | 36.81.30.57      | 36.81.16.0/20       | ID | apnic    | 2011-01-14 | TELKOMNET-AS2-AP PT Telekomunikasi Indonesia,ID
17974   | 36.81.30.57      | 36.81.16.0/20       | ID | apnic    | 2011-01-14 | TELKOMNET-AS2-AP PT Telekomunikasi Indonesia,ID
17975   | 203.169.32.234   | 203.169.32.0/24     | HK | apnic    | 2001-08-16 | APT-AP AS
17993   | 202.4.32.138     | 202.4.32.0/24       | WS | apnic    |            | STEL-AS-AP SamoaTel Limited,WS
17996   | 202.162.33.8     | 202.162.32.0/23     | ID | apnic    | 2001-10-29 | UIINET-ID-AP PT Global Prima Utama,ID
18001   | 123.231.121.58   | 123.231.120.0/22    | LK | apnic    | 2007-02-15 | DIALOG-AS Dialog Axiata PLC.,LK
18001   | 125.214.174.34   | 125.214.160.0/19    | LK | apnic    | 2007-02-01 | DIALOG-AS Dialog Axiata PLC.,LK
18002   | 14.102.62.86     | 14.102.62.0/24      | IN | apnic    | 2010-09-13 | WORLDPHONE-IN AS Number for Interdomain Routing,IN
18037   | 203.89.77.57     | 203.89.64.0/19      | AU | apnic    | 2000-05-22 | IPERA-AU-AP Ipera Communications Pty Ltd,AU
18101   | 103.243.46.244   | 103.243.46.0/24     | IN | apnic    | 2013-10-07 | RELIANCE-COMMUNICATIONS-IN Reliance Communications Ltd.DAKC MUMBAI,IN
18101   | 220.227.119.117  | 220.227.119.0/24    | IN | apnic    | 2002-12-16 | RELIANCE-COMMUNICATIONS-IN Reliance Communications Ltd.DAKC MUMBAI,IN
18106   | 132.147.102.24   | 132.147.102.0/24    | SG | apnic    |            | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 132.147.103.11   | 132.147.103.0/24    | SG | apnic    |            | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 132.147.75.9     | 132.147.75.0/24     | SG | apnic    |            | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 132.147.88.13    | 132.147.88.0/24     | SG | apnic    |            | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 132.147.93.132   | 132.147.93.0/24     | SG | apnic    |            | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 132.147.93.161   | 132.147.93.0/24     | SG | apnic    |            | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 202.55.71.38     | 202.55.71.0/24      | SG | apnic    | 2000-08-07 | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 202.55.71.57     | 202.55.71.0/24      | SG | apnic    | 2000-08-07 | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 202.55.87.176    | 202.55.87.0/24      | SG | apnic    | 2000-08-07 | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 202.55.87.179    | 202.55.87.0/24      | SG | apnic    | 2000-08-07 | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 202.73.56.70     | 202.73.56.0/24      | SG | apnic    | 2004-07-20 | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 202.83.102.140   | 202.83.102.0/24     | SG | apnic    | 2005-03-01 | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 202.83.104.182   | 202.83.104.0/24     | SG | apnic    | 2005-03-01 | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 202.83.104.94    | 202.83.104.0/24     | SG | apnic    | 2005-03-01 | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18106   | 202.83.109.9     | 202.83.109.0/24     | SG | apnic    | 2005-03-01 | VIEWQWEST-SG-AP Viewqwest Pte Ltd,SG
18119   | 114.110.32.2     | 114.110.32.0/21     | NZ | apnic    | 2008-05-22 | ACSDATA-NZ ACSData,NZ
18121   | 202.222.41.175   | 202.222.32.0/19     | JP | apnic    |            | INCL Ishikawa Computer Center Co.,LTD.,JP
18126   | 115.38.242.64    | 115.38.0.0/16       | JP | apnic    | 2008-07-08 | CTCX Chubu Telecommunications Company, Inc.,JP
18126   | 123.48.196.1     | 123.48.192.0/18     | JP | apnic    | 2006-11-07 | CTCX Chubu Telecommunications Company, Inc.,JP
18188   | 121.58.232.210   | 121.58.232.0/24     | PH | apnic    | 2007-11-12 | ATENEO-AS-AP Ateneo de Manila University,PH
18199   | 14.1.77.193      | 14.1.77.0/24        | NZ | apnic    | 2010-09-14 | LINKTELECOM-NZ-AP Link Telecom (NZ) Limited,NZ
18200   | 114.69.197.5     | 114.69.192.0/19     | NC | apnic    | 2008-05-16 | OPT-NC-AS-AP Office des Postes et Telecommunications New-Caledonia,NC
18200   | 61.5.210.69      | 61.5.208.0/20       | NC | apnic    | 2007-01-29 | OPT-NC-AS-AP Office des Postes et Telecommunications New-Caledonia,NC
18202   | 210.55.30.51     | 210.55.30.0/23      | NZ | apnic    |            | VOYAGERNET-AS-AP Voyager Internet Ltd.,NZ
18259   | 202.178.107.240  | 202.178.106.0/23    | JP | apnic    | 2004-03-15 | HIGE NTT Communications Corporation,JP
18420   | 140.115.30.83    | 140.115.0.0/16      | TW | apnic    |            | NCU-TW National Central University,TW
18451   | 208.81.6.231     | 208.81.0.0/21       | CA | arin     | 2007-08-06 | ASN-LES - LES.NET,CA
18451   | 208.81.7.61      | 208.81.0.0/21       | CA | arin     | 2007-08-06 | ASN-LES - LES.NET,CA
18480   | 198.207.145.137  | 198.207.145.0/24    | US | arin     | 2012-11-26 | GDT-AS - General Datatech, LP,US
18494   | 184.6.70.60      | 184.6.64.0/21       | US | arin     | 2009-06-23 | CENTURYLINK-LEGACY-EMBARQ-WRBG - Embarq Corporation,US
18663   | 138.9.24.132     | 138.9.0.0/16        | US | arin     |            | UOP-AS - University of the Pacific,US
18747   | 200.61.128.125   | 200.61.128.0/19     | CO | lacnic   | 2001-02-26 | IFX18747 - IFX Corporation,US
18779   | 50.117.26.108    | 50.117.0.0/18       | US | arin     | 2011-09-01 | EGIHOSTING - EGIHosting,US
18822   | 190.215.203.164  | 190.215.192.0/19    | CL | lacnic   | 2012-03-20 | Manquehuenet,CL
18822   | 190.215.26.158   | 190.215.0.0/19      | CL | lacnic   | 2010-08-18 | Manquehuenet,CL
18822   | 190.215.28.46    | 190.215.0.0/19      | CL | lacnic   | 2010-08-18 | Manquehuenet,CL
18822   | 200.74.173.97    | 200.74.173.0/24     | CL | lacnic   | 2001-08-10 | Manquehuenet,CL
